,0_names,0_logfoldchanges,0_scores,0_pvals,1_names,1_logfoldchanges,1_scores,1_pvals,2_names,2_logfoldchanges,2_scores,2_pvals,3_names,3_logfoldchanges,3_scores,3_pvals,4_names,4_logfoldchanges,4_scores,4_pvals,5_names,5_logfoldchanges,5_scores,5_pvals,6_names,6_logfoldchanges,6_scores,6_pvals,7_names,7_logfoldchanges,7_scores,7_pvals,8_names,8_logfoldchanges,8_scores,8_pvals,9_names,9_logfoldchanges,9_scores,9_pvals,10_names,10_logfoldchanges,10_scores,10_pvals,11_names,11_logfoldchanges,11_scores,11_pvals,12_names,12_logfoldchanges,12_scores,12_pvals,13_names,13_logfoldchanges,13_scores,13_pvals,14_names,14_logfoldchanges,14_scores,14_pvals,15_names,15_logfoldchanges,15_scores,15_pvals,16_names,16_logfoldchanges,16_scores,16_pvals,17_names,17_logfoldchanges,17_scores,17_pvals
10499,RP11-54A4.2,-20.007017,-1.7837877,0.07449312061826702,RRP12,-0.62749004,-1.7436441,0.08135643724670376,ZNF571,-0.74711007,-1.3430097,0.17945425664616885,FKBP7,-0.5546265,-1.0675277,0.285961737776918,C3orf17,-0.8028777,-2.2243166,0.026317767482441627,KCTD7,-2.107171,-2.9488213,0.003249990778404407,PART1,1.176233,0.53669345,0.5916439879001604,TUBGCP5,-0.2645174,-0.49169496,0.6231253648534211,SUGCT,-1.0431752,-1.015022,0.31060818394720924,MATN1,-19.645098,-1.984513,0.047225247045721674,CTD-2184C24.2,-17.204872,-1.581251,0.11385136302292508,SNIP1,-0.051418055,-0.09327164,0.9257413208042791,CRIPT,-0.7887227,-2.1316726,0.03394855311659685,TNFRSF17,-0.9745573,-0.9234525,0.3567868672929704,RP11-390F4.3,-1.5109347,-2.7403905,0.006639146390144569,CD2AP,-0.83185714,-1.2713081,0.20633833299705864,PLS3-AS1,-19.27079,-2.4388692,0.014749598490788711,CA8,-21.170158,-3.2175748,0.0012966738304273232
10500,CTC-492K19.7,-19.700132,-1.7838185,0.0744881365597353,SMURF1,-0.81639844,-1.7438014,0.08132287616466934,DDX43,-1.3785886,-1.343041,0.17940162276972252,TMEM50B,-0.20206049,-1.0675703,0.285936477740715,IGHA2,-1.16024,-2.224512,0.026287245367638396,KSR2,-20.919342,-2.9488223,0.0031973659075706044,RP11-867G23.3,1.1486423,0.5366885,0.5916578790018208,SERTAD2,-0.1551072,-0.49180076,0.62304957992187,STEAP3,-0.84020776,-1.0157064,0.3102958027070114,GTSF1L,-19.88456,-1.9849555,0.047175975216283125,IGSF11,-17.461899,-1.581905,0.11370198853593055,ZNF692,-0.05843419,-0.09453131,0.9247418927706567,CELF1,-0.7325607,-2.1317656,0.03394504007916568,ING1,-0.46543095,-0.92372996,0.35673034925253977,PCDHGB7,-20.777506,-2.7405012,0.006144943942484724,TPT1-AS1,-1.2110163,-1.2735243,0.20551614743925303,MMP17,-20.508898,-2.4389029,0.014748234040185687,SEC24B-AS1,-20.530651,-3.2193909,0.0012884969658928673
10501,TBC1D29,-18.687431,-1.7851961,0.07426446451280652,FXR1,-0.26003608,-1.7439778,0.08130808235031421,AC006994.2,-1.3029993,-1.3440123,0.17914500958151147,UBE2K,-0.1548997,-1.0679685,0.2857451507968233,PHIP,-0.4176174,-2.224696,0.026306521911577348,RP11-805I24.1,-20.784689,-2.9489994,0.0031955342171488587,HIST1H4D,1.1337487,0.5363438,0.5919017805426191,RP5-1042K10.10,-0.35468847,-0.4918675,0.6229990634854389,VPS8,-0.5634692,-1.0163326,0.31000907709714515,C20orf195,-19.794846,-1.9857085,0.04709224384023254,JARID2-AS1,-18.81361,-1.581925,0.11369740519145978,FER1L5,-0.14748904,-0.09470226,0.9245872247980897,LHB,-19.058352,-2.1318123,0.03304562546508541,THRAP3,-0.2591018,-0.9239029,0.3566748784521735,TELO2,-1.9846718,-2.7410014,0.00660665531958747,JMJD8,-0.9538272,-1.2742568,0.20512438696410423,LRRC31,-20.086645,-2.4390283,0.014743115688992954,GLI1,-20.732487,-3.2195716,0.0012876855166277803
10502,RP4-601P9.2,-19.0449,-1.7853861,0.07423365106537981,KIF26B,-19.561584,-1.7444463,0.08111493468144448,RP13-895J2.3,-18.367525,-1.3441478,0.17893245135996216,INPP5A,-0.697487,-1.0700432,0.28481442703021764,RP11-1008C21.2,-19.94599,-2.2248554,0.026113720984446115,AACS,-1.9432012,-2.9490983,0.0032518067817464682,RNF31,0.75075376,0.53633875,0.5918752610522393,AGK,-0.3026319,-0.4948452,0.6209092746142763,AIMP2,-0.42187437,-1.0164105,0.30997091377445096,AC009133.12,-1.3854975,-1.9857266,0.047648965129787516,C1orf43,-0.34516698,-1.5820569,0.11442515192667987,INPP1,-0.04857155,-0.09528348,0.9241450961810482,SORCS2,-20.251972,-2.1322594,0.0330088614033946,PREX2,-0.9646525,-0.9241849,0.35650195762000464,FAM151A,-20.156235,-2.7417347,0.006121932920774171,UNC79,-18.598051,-1.2743855,0.20255490340817553,CCDC148,-19.427692,-2.4391763,0.014737077845856253,RP11-624M8.1,-20.981329,-3.2197928,0.0012866935087230936
10503,RP5-1074L1.4,-1.3743713,-1.7854811,0.07425099174087903,CTD-2036P10.6,-19.737652,-1.744661,0.08107752449071512,C7orf43,-1.1110536,-1.3443247,0.1790097792772168,RAB40AL,-1.1759201,-1.0707039,0.28445123127860283,RP11-299P2.2,-19.713898,-2.2250636,0.02609973929560757,FAM160B1,-1.5075358,-2.9493701,0.0032559124999085535,C1orf101,1.1387758,0.5356574,0.5923726926947915,RP11-250B2.6,-0.64533174,-0.49590942,0.6200949408732058,NDUFS6,-0.17387784,-1.0164272,0.30997697321224904,RP3-329A5.8,-19.60856,-1.9857361,0.047089175577186296,GPX7,-1.0939615,-1.5821782,0.11437831788091433,CNST,-0.03988051,-0.09579188,0.9237412592089607,KLF9,-0.93421024,-2.1322856,0.03389904988915215,RSRC1,-0.32849726,-0.9242799,0.3564694918820992,CTD-3105H18.14,-20.438982,-2.7419279,0.0061183346316965965,FOXJ2,-1.2139149,-1.2745659,0.20505563038392408,SYNJ2BP-COX16,-20.024118,-2.4399467,0.01470571079172931,IL20RA,-20.427408,-3.2200477,0.0012855504071928397
10504,RP11-190A12.8,-19.841389,-1.785865,0.07415605880902115,INPP5F,-0.8988083,-1.7449048,0.08113089764109989,C11orf53,-1.3475116,-1.3445762,0.17892648666381317,OIP5,-0.6836695,-1.0716401,0.2840899455924369,CYP1B1-AS1,-20.120728,-2.2253847,0.026078194090538055,BRD8,-1.1074308,-2.9498036,0.0032538692989706516,RP11-977G19.12,0.34777635,0.5353679,0.5925693153427317,VEGFB,-0.20122045,-0.49678478,0.619524408118851,ADH5,-0.27692875,-1.0168229,0.3097902343939712,CTD-2353F22.1,-19.564417,-1.9862336,0.047033927128780496,DACT3-AS1,-18.340227,-1.5824201,0.11358440995252474,DGCR8,-0.086640485,-0.09660327,0.9230993772399889,CTD-2126E3.4,-18.513739,-2.133125,0.032937796088769684,MXRA7,-0.5166261,-0.9246289,0.3562282897734825,PARP12,-1.4465028,-2.7421622,0.00658744159755483,ARL15,-0.9606132,-1.2747544,0.205111900810943,LEPROT,-1.3549038,-2.4403055,0.017372769850279725,UNC5B-AS1,-21.034124,-3.22089,0.0012817824023037092
10505,RP5-890E16.5,-19.822975,-1.7862319,0.07409665530278627,LINC00887,-1.6813662,-1.7449992,0.08106907631087253,TIAM1,-0.69980407,-1.3453062,0.17874126382364036,NMD3,-0.23296267,-1.0717345,0.2840573512897402,PSMD5,-0.90184814,-2.2257788,0.026224193618157903,ZNF286B,-20.496151,-2.9512858,0.003171994335963971,SERPINE1,0.23803633,0.5350685,0.5927743785138655,AFTPH,-0.15506455,-0.49700013,0.6193894098756664,PRKAG1,-0.35698357,-1.017013,0.30969754483627643,MURC,-19.079597,-1.9865693,0.04699667572409469,CTC-325J23.2,-18.337387,-1.5824788,0.11357104797722299,FAM86C1,-0.1364851,-0.09665171,0.9230582860289427,PSMA5,-0.63561064,-2.1338053,0.03377598474524695,C19orf25,-0.4016117,-0.92512536,0.3560480070112103,GSTZ1,-1.2481545,-2.74326,0.00661380191758183,LECT2,-0.9948204,-1.2749856,0.20507219888544778,IL17RD,-19.796629,-2.4412153,0.014654180863550623,LGALS8-AS1,-21.215567,-3.2210805,0.0012809317083232962
10506,KMT5B,-0.3990544,-1.7875029,0.07394584721083425,CTD-2526M8.2,-19.530966,-1.7452968,0.08096682487440447,LINC00235,-17.972252,-1.345635,0.17845210093361602,CARD6,-0.51975465,-1.0727652,0.2835687166633697,C17orf105,-18.920052,-2.2258346,0.026048017322986682,IGHV4-34,-20.857557,-2.9516828,0.003167922406974338,ITPK1-AS1,1.1221989,0.53489363,0.592906942677986,HESX1,-0.61316377,-0.49735117,0.619119873874167,FAM96B,-0.17370372,-1.0171212,0.3096446962411438,RP11-298O21.7,-20.106968,-1.986987,0.04695036038888785,RP11-369J9.1,-17.407032,-1.5825266,0.11356012619883823,TMEM106A,-0.05443552,-0.096944794,0.9228258218258207,RP11-304L19.11,-20.078299,-2.1338792,0.03287597164758343,RTF1,-0.26069322,-0.9253769,0.3559188436268494,POLR2K,-0.5830147,-2.7440712,0.006651960819907718,CCK,-18.06263,-1.2759637,0.20199641939424565,RP11-317P15.4,-19.817402,-2.441555,0.014640405580679486,AP001058.3,-20.518175,-3.2220182,0.0012767508693936798
10507,C10orf105,-19.507053,-1.787652,0.07386708686103048,CTB-58E17.9,-18.896475,-1.7454085,0.08094738689410697,DDB1,-0.27472058,-1.3457831,0.17859449916668255,PRKD3,-0.2511238,-1.0731035,0.28343636352945556,RP1-12G14.7,-20.068913,-2.2261539,0.026026622413310118,MNAT1,-0.8880757,-2.9520147,0.0032325410419217627,GLTSCR1L,0.37744093,0.53428704,0.5933200790315106,AC079807.2,-0.6287659,-0.49863985,0.6181927999971759,PDCD11,-0.5827387,-1.0173507,0.30952339694905767,TRBV19,-19.345337,-1.9871789,0.04692908868026581,HTR1F,-17.60483,-1.582585,0.11354681545316002,MOB3C,-0.0717707,-0.09735161,0.9225033028218241,SLC25A21,-19.39307,-2.1342547,0.032845229388817204,ITGAE,-0.41857633,-0.92549187,0.3558481029220253,TSPO2,-20.14484,-2.7445025,0.006070582319602404,RP11-480I12.10,-17.633968,-1.2762874,0.20188201298308672,RP11-108M9.4,-1.832585,-2.442948,0.01711919397796893,IGHV3-15,-20.826483,-3.2229915,0.0012724251625297462
10508,PKNOX2,-19.566309,-1.7878731,0.07383139126682271,FP325317.1,-19.206726,-1.7454665,0.0809373259728015,ING5,-0.5275154,-1.346394,0.17838490016731345,MICALL1,-0.6376873,-1.0735357,0.2832102388659491,TSNAX-DISC1,-19.888304,-2.2263196,0.026015533459381898,RP3-508I15.9,-20.249582,-2.9522214,0.003162406450890933,GAS1,0.7522155,0.53421724,0.5933518389436929,PHLDB3,-0.23948468,-0.4988287,0.618095407530241,WRAP53,-0.70213765,-1.0180663,0.30915031833087875,AP005530.2,-19.197037,-1.9875604,0.04688683996670978,SIX3,-18.461779,-1.5830601,0.11343847642614545,IARS2,-0.03633551,-0.097408555,0.922458161951683,RP11-546J1.1,-19.078394,-2.134567,0.03281968282586288,SLC25A12,-0.9687269,-0.92653537,0.3552499705486355,FAM83B,-19.637241,-2.7450185,0.006061054392767601,ADI1,-0.45645022,-1.2766833,0.2044835301705964,XXbac-BPG170G13.32,-20.229115,-2.4433615,0.014567356408210646,CTD-2532N20.1,-20.645292,-3.223221,0.0012714059984656738
10509,FAM83H-AS1,-17.286856,-1.7884098,0.07374481105216674,WDR77,-0.5467371,-1.7461052,0.08093530856242946,FBXO33,-0.40803173,-1.3473742,0.17808064191071943,COA4,-0.18101709,-1.0736201,0.28321301032178675,CAMTA2,-1.0744255,-2.2276165,0.026088629653888706,CHRD,-1.8832892,-2.9523005,0.0032176000966351887,ZNF439,0.42192903,0.5341319,0.5934216303953578,SPEF2,-0.34332478,-0.4993977,0.6176749403605878,ERCC3,-0.5218277,-1.0182046,0.3091009740278088,GFAP,-19.154133,-1.9876744,0.04687422268795704,BLOC1S1,-0.29576883,-1.5830632,0.11421258728792086,BCR,-0.0691339,-0.097986475,0.922001177476987,RP11-517A5.7,-19.732538,-2.134568,0.032819609685724505,USP30,-0.9677507,-0.92729294,0.3548674454036878,GALNTL6,-19.612751,-2.745069,0.0060601228900484866,TMEM205,-0.43087974,-1.2770681,0.20434620160823314,MCPH1-AS1,-19.321966,-2.4434679,0.014563068556203387,RNASEK-C17orf49,-20.853806,-3.2233665,0.00127076183340247
10510,ZBTB46-AS1,-19.858894,-1.7885203,0.07372700196045566,TRIP11,-0.37663227,-1.7461104,0.08093468702862337,C1orf35,-0.3687322,-1.347487,0.17804501364825243,CCP110,-0.34678647,-1.0737616,0.28313422769550844,C10orf131,-19.20942,-2.2278492,0.02591327980720529,MMP25-AS1,-2.0931602,-2.9523704,0.003216882228794137,ZNF396,1.1234007,0.533379,0.5939510673363017,WASF2,-0.09480005,-0.49951813,0.6176166298015493,PTDSS1,-0.43009323,-1.0186037,0.3089330889818742,RP13-991F5.2,-19.430796,-1.9879552,0.04684314651255844,DNTTIP1,-0.68120813,-1.5837686,0.11404134276705023,SIRT3,-0.06368099,-0.098326996,0.9217289436790915,SDK2,-19.530241,-2.1345923,0.032817610652120466,CPT1C,-1.0186481,-0.9280872,0.354174385106144,SEPT4-AS1,-20.006079,-2.7451048,0.006059461516798322,PRDM7,-16.22916,-1.2776164,0.2014127976692708,CACNA1I,-19.875202,-2.4459624,0.014462752964825118,TRAV5,-20.823006,-3.2237551,0.0012690399959982095
10511,AC159540.2,-18.349833,-1.789151,0.07362539828906618,RP11-303E16.7,-19.526484,-1.7462286,0.08080484841507336,XX-FW83563B9.5,-0.9311763,-1.3477731,0.1779464161613652,AC025171.1,-0.66297424,-1.073918,0.2830374235643115,IDH3G,-0.47326785,-2.2279177,0.026092802589633233,POM121,-1.248185,-2.9536712,0.003213846511895207,TSC22D1,0.07814112,0.53331554,0.5939714157958347,TGIF1,-0.106056795,-0.49961057,0.6175496612371444,RP11-111M22.2,-1.0562514,-1.0193478,0.30852362677846223,PRRG3,-19.847284,-1.9885266,0.046779970916835716,KCNS1,-18.147146,-1.584144,0.11319167161175375,COA7,-0.068512954,-0.09835204,0.9217101468981233,NRG3,-19.000736,-2.1347682,0.03280323379055513,HINT1,-0.16924274,-0.9282786,0.35441809638641514,FIGF,-19.846794,-2.745518,0.006051839784880827,PCDH20,-18.562916,-1.2789116,0.20095628100529114,LEFTY1,-19.700163,-2.4465015,0.014441156059062415,ARHGAP28,-21.106092,-3.22385,0.001268619822874795
10512,FAM19A5,-20.146381,-1.78996,0.07349523145725477,MAP7D3,-0.45140263,-1.7464112,0.08087789212874973,LCN15,-18.247599,-1.348145,0.17764362829669247,CTB-58E17.1,-0.4556772,-1.0739686,0.28303045040925257,PRPF19,-0.6320701,-2.2286937,0.026032702542055756,PUS10,-2.093333,-2.9536748,0.0032031493808316667,CCR1,0.27378753,0.5324389,0.5945912641295167,UBE4B,-0.21375497,-0.4997832,0.6174289787121212,TBC1D22B,-0.8527839,-1.0200895,0.3082082117227751,CTD-2184D3.7,-18.731298,-1.988721,0.04675850180001075,SQRDL,-0.5260204,-1.5847799,0.11380496103824549,CTC-471J1.11,-0.14041404,-0.09843157,0.9216432388869292,AC093382.1,-19.112417,-2.1349456,0.03278872991540399,PEX16,-0.44258484,-0.9290693,0.35399632505679085,ANPEP,-1.4349201,-2.7456071,0.006626907621092761,GALE,-0.7449329,-1.2796669,0.20337842098291523,RP13-314C10.5,-20.010159,-2.446529,0.014440055759840474,TMEM126B,-2.161943,-3.2243416,0.002289996706935933
10513,SPATA7,-0.8601741,-1.7900629,0.07352250885051372,RP11-248M19.1,-18.914713,-1.7464567,0.08076521313770801,RP11-130L8.1,-18.224594,-1.3489022,0.17740027906342504,CENPH,-0.4086011,-1.0746902,0.2827241583941758,LINC00271,-19.86921,-2.2288167,0.025848793877793406,ARMC7,-1.5585347,-2.9537637,0.0032027053642624988,AP000442.1,1.1162432,0.5321987,0.5947695803885547,FAM84B,-0.41513655,-0.5003679,0.6170241408307203,PTGR2,-0.71521926,-1.0201564,0.3081906137091289,MTERF2,-0.84490013,-1.9890002,0.04729647791456488,ETAA1,-1.0526123,-1.5849338,0.11363079219097831,ARL17B,-0.10036808,-0.09857749,0.9215295091385238,TMPRSS5,-20.032547,-2.1353366,0.03275680039147733,UBAC2,-0.38953158,-0.9290735,0.35399661084689377,FAM151B,-20.475431,-2.7468505,0.006027328420819187,CLDN34,-18.371063,-1.2801427,0.2005231087815657,PON1,-1.8750362,-2.4466705,0.017090916389544467,MMP25,-21.2051,-3.2244067,0.0012661581809026335
10514,CDK5RAP2,-0.39858246,-1.7914238,0.07331972535274417,U95743.1,-19.855171,-1.7465717,0.08074525870192271,ERBB4,-18.669695,-1.34906,0.17734956937147595,ZNF747,-0.5556577,-1.0748559,0.28264858572509366,CPNE9,-20.056732,-2.228856,0.02584616230254332,PRLR,-1.6985123,-2.9539692,0.0031734603883807606,CHUK,0.2019887,0.53149,0.5952305486273245,RP1-142L7.8,-0.61479974,-0.50066376,0.616790530622068,MOCS1,-0.8405103,-1.0203651,0.30805823749189226,RP11-36B15.1,-19.283846,-1.9891055,0.04671605126174647,TUFM,-0.3043511,-1.5850645,0.11374912483184663,WDR7,-0.07237603,-0.0985973,0.9215135067429672,CLLU1,-19.5436,-2.13583,0.0327165450795237,PSD3,-0.7904746,-0.92922115,0.35392405953989325,BBS1,-19.77989,-2.7469313,0.006025845626735204,NRL,-18.009653,-1.2802365,0.20049010314077226,LINC00491,-19.679321,-2.4468298,0.014428016745866442,AK7,-21.01853,-3.224413,0.0012661310485337512
10515,TOPAZ1,-19.922329,-1.7915907,0.07323341362045499,RPH3A,-19.40922,-1.7466413,0.08073318867295418,RGPD6,-18.125828,-1.349438,0.1772282394859976,HOMER1,-0.43585676,-1.0750366,0.28256964341332175,GEN1,-1.4679506,-2.2295532,0.025953644027819106,NANOS1,-20.646608,-2.9540517,0.003143727627887813,SEC22B,0.11508725,0.5314495,0.5952698126452697,RUNDC1,-0.2557729,-0.50068194,0.6167858859104332,HDAC4,-0.7450563,-1.0204581,0.30805234193917697,AC006946.16,-19.458038,-1.9892001,0.04670559702688373,DNAJC2,-0.5453735,-1.5850909,0.11374084824007481,UBAP2,-0.03626485,-0.099746436,0.920602703556182,TMEM183A,-1.1141485,-2.1359496,0.03359230398874844,IFRD2,-0.42856556,-0.9328696,0.352015529063698,BGLAP,-20.689346,-2.747102,0.006022710984586094,RABGAP1,-0.64794993,-1.2802392,0.20313777949913725,ZDHHC1,-20.213663,-2.4476793,0.014394070383466908,RP11-109A6.3,-20.709223,-3.2250414,0.0012633577647143345
10516,TYRO3,-1.4485809,-1.7917085,0.07323122358002025,PRSS1,-19.612352,-1.7466857,0.0807254584548976,LSM1,-0.2362258,-1.3495529,0.17738561679212492,GALNT8,-1.1545762,-1.0756303,0.2822611867668436,CEP83,-1.2722728,-2.2298014,0.02593890247688493,AC010091.1,-20.211086,-2.9542358,0.003141855445647887,ZNF425,0.76194346,0.53131855,0.5953573048217877,ATOH8,-0.41449532,-0.5007116,0.6167386988690172,PSTK,-0.7007083,-1.0208215,0.3078471680491116,GABRA5,-17.858768,-1.9898485,0.04663409875145372,DUSP1,-0.2863494,-1.5858092,0.11358478852388329,GAS6-AS1,-0.1398039,-0.09975036,0.9206014872131053,ARHGAP35,-1.37949,-2.136188,0.033547082068886805,SFT2D2,-0.4162034,-0.93312407,0.35189159302701567,KIR2DL4,-2.020994,-2.748073,0.006411982614174194,PGP,-1.2264417,-1.2806515,0.20277611253290545,AP001412.1,-20.206514,-2.4477065,0.014392983946476964,CNTNAP4,-20.889223,-3.2252138,0.0012625986017037215
10517,SCAF4,-0.4276137,-1.7919672,0.07322965830054896,RP11-395G23.3,-1.7354397,-1.7471153,0.08068786487659584,RP3-466P17.1,-18.823187,-1.3498808,0.17708612884816569,RP11-407N8.6,-18.387177,-1.0767862,0.28160249900041107,USP18,-1.0855738,-2.230302,0.025916177007375748,TRAV17,-20.8317,-2.9546065,0.003138085553770716,MRPL47,0.09357411,0.5309199,0.595637475498544,LAMP3,-0.46474546,-0.50163364,0.6161065664048632,LMO4,-0.2920878,-1.0208434,0.3078754600393565,CDK16,-0.74318045,-1.9899168,0.047163761686902166,LINC01117,-19.071354,-1.5860438,0.11276006816290816,ZBTB11-AS1,-0.07864015,-0.10052662,0.9199806981245152,C1orf228,-1.7416564,-2.1362224,0.03334573489625532,HEATR5A,-0.97060376,-0.9340489,0.35140774556364285,OSGEPL1-AS1,-20.383665,-2.7481887,0.006002799595528208,GUCD1,-1.0613587,-1.2812145,0.20287854635687125,RP5-1050D4.3,-19.784843,-2.4478867,0.014385793010207534,SFTPD-AS1,-20.999414,-3.2258182,0.0012599379008150769
10518,CYB561,-0.53373265,-1.7920233,0.07322043070944621,UPK1B,-1.2742095,-1.7474813,0.08067328885993745,AC083843.2,-17.77153,-1.3503381,0.17693947584147957,LMF2,-0.23700984,-1.0769843,0.2817072742269399,AC002116.7,-20.04359,-2.2304397,0.02574091707305429,XXbac-BPG252P9.9,-20.797855,-2.9546494,0.003137650752450791,RP13-20L14.1,1.1422402,0.5308463,0.5956931320024312,RPS6KL1,-0.60418576,-0.50232875,0.6156396214319747,BRMS1,-0.32930616,-1.0215139,0.3075585738307301,CTD-2288F12.1,-19.584764,-1.9908396,0.04652497738002765,RP11-10K16.1,-18.905035,-1.5862694,0.11270892676681864,ZNF615,-0.105353504,-0.100656345,0.9198810733717135,SLC30A2,-19.395676,-2.1365857,0.03265495420169916,NACA2,-0.5808978,-0.9347029,0.3510618025989957,PNP,-1.0610999,-2.7485063,0.006554160190052574,CARD8-AS1,-1.2191267,-1.2823268,0.20232881492451688,DIRAS1,-19.24908,-2.4490955,0.014337634011788445,LIFR-AS1,-20.954578,-3.2262518,0.0012580315993286385
10519,AMDHD2,-0.46184915,-1.7922927,0.07317588491781375,CTD-2249K22.1,-17.735851,-1.747648,0.08055857968461459,MIER1,-0.22105134,-1.3505144,0.17707263328230707,AHCTF1,-0.35527292,-1.0770038,0.28169783372982016,AC093673.5,-0.9016469,-2.230524,0.025909068700008524,FAM74A6,-20.531902,-2.9547064,0.0031370697237596014,ZNF730,1.1541862,0.53077626,0.5957370551526806,THAP9,-0.6128196,-0.5024065,0.615570574494583,ZRANB3,-1.0564059,-1.0216362,0.30744453265783334,PCBP1,-0.3220241,-1.9910244,0.047097051827580554,C1QC,-0.5021435,-1.5863793,0.11342911390751119,RP11-214O1.3,-0.09215592,-0.100963995,0.9196390783074282,TVP23B,-1.4468281,-2.137015,0.033440721903759324,HARBI1,-0.98514706,-0.93554884,0.3505300291702581,CKB,-1.1974214,-2.7486596,0.006491502518154412,SAGE1,-17.101107,-1.2825025,0.19969457201824983,RP5-1112D6.7,-19.761497,-2.4493845,0.014326137282074434,PRR22,-20.881758,-3.2278914,0.001250850788784381
10520,RP11-700H6.2,-19.428558,-1.7930751,0.07299577115282427,LANCL2,-0.8599774,-1.7476524,0.08065289380045286,TCEB3-AS1,-0.70076305,-1.3513566,0.17678322764734336,CYHR1,-0.29066083,-1.077105,0.28165548531529766,RP4-724E16.2,-20.019539,-2.2305286,0.025735018278884865,CLSTN2,-20.266832,-2.9547546,0.0031365814020036576,RP11-408A13.3,1.1834637,0.53050876,0.5959117673928876,MTR,-0.19700362,-0.5026262,0.6154270103946977,HPRT1,-0.26769963,-1.0219662,0.3073328892079646,LINC01135,-19.44344,-1.9912388,0.0464810868759666,HP09025,-18.906847,-1.5868076,0.11258694304380665,DENND4B,-0.056208927,-0.101499714,0.9192123219494256,VN1R1,-20.043163,-2.1376605,0.0325675276651891,AASDHPPT,-0.45240855,-0.93555886,0.35063859612074993,PPIL2,-1.2702456,-2.7494884,0.00648902597819395,RP11-235E17.6,-17.906319,-1.2828561,0.1995706744835024,CADM3,-20.145,-2.4496796,0.014314407325953446,CD2,-1.5369829,-3.2284424,0.0022988210412557366
10521,DNAH7,-19.291677,-1.7934192,0.07294074488834683,LAGE3,-0.38786465,-1.7479604,0.08061827878210726,R3HCC1L,-0.5682487,-1.3514582,0.1767417749999213,ATG4A,-0.3923415,-1.0776999,0.28138660390361575,RP11-967K21.1,-20.069527,-2.2307281,0.02572178177069017,TNS3,-1.5807894,-2.9547622,0.003199949574685052,DSG1,1.1232965,0.530306,0.596074221739759,ARMCX5,-0.2560502,-0.5032458,0.6149791133668361,ZNF263,-0.6339025,-1.0222573,0.30716141567429445,C9orf43,-19.961462,-1.9914317,0.046459886763806545,HDAC2,-0.55013627,-1.5868279,0.11334483662849448,UNK,-0.048265252,-0.10195512,0.9188510022329351,FBXO15,-19.989767,-2.1379445,0.032544461637652476,MPG,-0.3606882,-0.9363531,0.35023878971728345,EPB41L2,-1.7989478,-2.7504902,0.006518760734668346,RP11-476H16.1,-17.678078,-1.2829707,0.19953053170294036,SPOCK1,-20.175974,-2.4500616,0.01429924363845369,TLX1,-21.147863,-3.2289283,0.0012463287719956574
10522,RP13-16H11.2,-19.84649,-1.7935728,0.07291622459365593,COLEC12,-0.75861245,-1.7480211,0.08059323319808868,SLC25A40,-0.72241235,-1.3524325,0.17645458692436453,EME2,-0.7256872,-1.0777833,0.28129651521318094,DNAH12,-20.033934,-2.23081,0.025716357789801126,RP11-154J22.1,-20.923422,-2.9551923,0.0031321395366420645,RP13-216E22.4,1.1484344,0.53025424,0.59610027879021,NEK1,-0.23770738,-0.50331247,0.6149517212166276,NADK2,-0.55384654,-1.0231568,0.30679325692418286,AC005754.8,-18.443373,-1.9915298,0.04644910416670287,CTB-107G13.1,-19.214333,-1.586868,0.11257323901767963,L3MBTL4,-0.08653424,-0.10337739,0.9177218111028012,COL9A1,-18.465887,-2.1381388,0.032528689010249245,CCDC107,-0.30317304,-0.93757135,0.34963206003701763,ABALON,-20.375206,-2.7508638,0.0059540367819284675,SBSN,-17.884548,-1.2835543,0.19932609683056543,RP11-1E4.1,-20.197317,-2.4507732,0.014271014978973134,HSD17B3,-21.018936,-3.2290163,0.0012459454234343076
10523,AC007325.4,-0.711248,-1.7938348,0.0729288752034744,UPF1,-0.5426755,-1.7480276,0.08059878410698729,C6orf106,-0.3675783,-1.3531995,0.17621459517464297,LRRC23,-0.39063436,-1.0782174,0.2811561550820079,SUPT20H,-0.7122048,-2.2312694,0.025857331717157442,RPS6KA6,-20.717567,-2.9552054,0.003132005990838751,RNF39,1.1060443,0.5295134,0.596629794610218,NRBF2,-0.12002355,-0.5034577,0.6148436131361263,COMTD1,-0.49406955,-1.0256317,0.3056047395734373,CFAP126,-19.627537,-1.991764,0.04642340493458906,TIMM9,-0.6587399,-1.5869037,0.11333398273761473,IGLL1,-0.15118924,-0.10340174,0.9176943038332814,AC007319.1,-19.297808,-2.1381707,0.032526102365513586,PCBD1,-0.2780789,-0.9378771,0.34945978621961454,NOL4,-20.235882,-2.7510886,0.005949954073378874,EIF2AK4,-0.84916216,-1.2840014,0.20185855947733625,HCG14,-19.60262,-2.4510055,0.014261821725173401,AP000442.1,-21.096945,-3.2292309,0.0012450121207312937
